t0,S0_mean,S1_mean,Delta_mean,Delta_sd,Delta_q025,Delta_q975
12.0,0.2845057810741494,0.44132705825680424,0.15682127718265487,0.032822836137036675,0.08949140975241726,0.22021889951477405
