trial_id,subgroup,age_median,age_mean,male_rate,ecog0_rate,metastatic_rate,biomarker_rate,stage_mean,n
ATTRACTION-3,high_pdl1,64.0334608659924,64.28464756814907,0.8374384236453202,0.49261083743842365,0.8866995073891626,0.7832512315270936,2.2777575342868155,203
ATTRACTION-3,low_pdl1,64.39324946663794,64.53637957255526,0.8842592592592593,0.5092592592592593,0.8518518518518519,0.2962962962962963,2.149919256671645,216
ESCORT,high_pdl1,60.50961947919367,60.57946089104681,0.8691099476439791,0.17801047120418848,0.518324607329843,0.8219895287958116,2.107681444967253,191
KEYNOTE-181,high_pdl1,62.3622699316152,62.15653222127787,0.8674698795180723,0.37349397590361444,0.9337349397590361,0.7048192771084337,2.3317178512209424,166
