delta,s0,s1
0.15949989159990874,0.3329327884150736,0.49243268001498236
0.12018220601643276,0.3501695963414775,0.47035180235791024
0.12506427961528138,0.31884785707000124,0.4439121366852826
0.1261395503070064,0.3179829924274554,0.44412254273446183
0.09857820864813083,0.3387901528174064,0.4373683614655372
0.1305711850879921,0.337001240874926,0.4675724259629181
0.12416810982296511,0.3315248309677586,0.4556929407907237
0.11451293408041707,0.3237427713887872,0.4382557054692043
0.09914294292881676,0.3581810935767047,0.45732403650552145
0.11265169371486838,0.3236333938422944,0.4362850875571628
0.08648791453818494,0.3437142589628463,0.43020217350103124
0.12116994559985117,0.3023796610448374,0.42354960664468855
0.15604998454200858,0.3085123583735098,0.4645623429155184
0.1329906262180936,0.3108884426442927,0.4438790688623863
0.127979120567912,0.33591110989573586,0.46389023046364786
0.1268074052368111,0.3224485297665253,0.44925593500333644
