t0,S0_mean,S1_mean,Delta_mean,Delta_sd,Delta_q025,Delta_q975
12.0,0.3286580143557337,0.4488192322841229,0.12016121792838916,0.028257264216681652,0.064042149589817,0.16820175285657868
